,S,dissapearing_attractor,tipping_time
0,7.533333333333333,w,0.7
0,7.533333333333333,w,10.999999999999977
0,7.533333333333333,w,33.1000000000002
0,7.533333333333333,w,0.2
0,7.533333333333333,w,24.800000000000082
0,7.533333333333333,w,9.599999999999982
0,7.533333333333333,w,16.599999999999966
0,7.533333333333333,w,5.1999999999999975
0,7.533333333333333,w,12.199999999999973
0,7.533333333333333,w,7.499999999999989
0,7.533333333333333,w,9.499999999999982
0,7.533333333333333,w,0.2
0,7.533333333333333,w,10.09999999999998
0,7.533333333333333,w,35.00000000000023
0,7.533333333333333,w,17.999999999999986
0,7.533333333333333,w,14.999999999999963
0,7.533333333333333,w,0.7
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.1
0,7.533333333333333,w,27.900000000000126
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,45.70000000000038
0,7.533333333333333,w,38.90000000000028
0,7.533333333333333,w,5.1999999999999975
0,7.533333333333333,w,0.1
0,7.533333333333333,w,53.30000000000049
0,7.533333333333333,w,0.4
0,7.533333333333333,w,44.90000000000037
0,7.533333333333333,w,0.5
0,7.533333333333333,w,23.600000000000065
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.2
0,7.533333333333333,w,17.49999999999998
0,7.533333333333333,w,39.800000000000296
0,7.533333333333333,w,34.800000000000225
0,7.533333333333333,w,5.4999999999999964
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.2
0,7.533333333333333,w,6.399999999999993
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.2
0,7.533333333333333,w,8.799999999999985
0,7.533333333333333,w,39.40000000000029
0,7.533333333333333,w,76.8999999999999
0,7.533333333333333,w,1.9000000000000006
0,7.533333333333333,w,13.09999999999997
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.2
0,7.533333333333333,w,14.299999999999965
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.2
0,7.533333333333333,w,8.099999999999987
0,7.533333333333333,w,0.2
0,7.533333333333333,w,50.400000000000446
0,7.533333333333333,w,2.2000000000000006
0,7.533333333333333,w,14.299999999999965
0,7.533333333333333,w,4.100000000000001
0,7.533333333333333,w,12.89999999999997
0,7.533333333333333,w,0.8999999999999999
0,7.533333333333333,w,1.9000000000000006
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.1
0,7.533333333333333,w,22.700000000000053
0,7.533333333333333,w,1.5000000000000002
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,28.000000000000128
0,7.533333333333333,w,18.799999999999997
0,7.533333333333333,w,0.2
0,7.533333333333333,w,6.499999999999993
0,7.533333333333333,w,12.599999999999971
0,7.533333333333333,w,26.1000000000001
0,7.533333333333333,w,0.7
0,7.533333333333333,w,29.100000000000144
0,7.533333333333333,w,23.700000000000067
0,7.533333333333333,w,15.199999999999962
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,9.399999999999983
0,7.533333333333333,w,81.89999999999962
0,7.533333333333333,w,17.49999999999998
0,7.533333333333333,w,0.1
0,7.533333333333333,w,37.40000000000026
0,7.533333333333333,w,7.29999999999999
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.2
0,7.533333333333333,w,31.400000000000176
0,7.533333333333333,w,0.8999999999999999
0,7.533333333333333,w,10.09999999999998
0,7.533333333333333,w,24.900000000000084
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,36.70000000000025
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.1
0,7.533333333333333,w,25.30000000000009
0,7.533333333333333,w,32.20000000000019
0,7.533333333333333,w,33.500000000000206
0,7.533333333333333,w,41.00000000000031
0,7.533333333333333,w,23.10000000000006
0,7.533333333333333,w,14.299999999999965
0,7.533333333333333,w,19.900000000000013
0,7.533333333333333,w,29.400000000000148
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.1
000000000000004
0,7.533333333333333,w,2.1000000000000005
0,7.533333333333333,w,29.60000000000015
0,7.533333333333333,w,0.5
0,7.533333333333333,w,12.399999999999972
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,6.399999999999993
0,7.533333333333333,w,20.600000000000023
0,7.533333333333333,w,0.4
0,7.533333333333333,w,45.80000000000038
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,3.5000000000000018
0,7.533333333333333,w,17.399999999999977
0,7.533333333333333,w,8.899999999999984
0,7.533333333333333,w,14.199999999999966
0,7.533333333333333,w,5.799999999999995
0,7.533333333333333,w,0.1
0,7.533333333333333,w,28.500000000000135
0,7.533333333333333,w,21.10000000000003
0,7.533333333333333,w,0.6
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,13.799999999999967
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.2
0,7.533333333333333,w,1.6000000000000003
0,7.533333333333333,w,7.499999999999989
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.4
0,7.533333333333333,w,0.4
0,7.533333333333333,w,0.2
0,7.533333333333333,w,5.699999999999996
0,7.533333333333333,w,0.1
0,7.533333333333333,w,38.00000000000027
0,7.533333333333333,w,0.6
0,7.533333333333333,w,0.2
0,7.533333333333333,w,7.999999999999988
0,7.533333333333333,w,54.4000000000005
0,7.533333333333333,w,3.3000000000000016
0,7.533333333333333,w,9.699999999999982
0,7.533333333333333,w,10.399999999999979
0,7.533333333333333,w,0.1
0,7.533333333333333,w,49.50000000000043
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.5
0,7.533333333333333,w,35.70000000000024
0,7.533333333333333,w,6.999999999999991
0,7.533333333333333,w,17.899999999999984
0,7.533333333333333,w,26.1000000000001
0,7.533333333333333,w,40.0000000000003
0,7.533333333333333,w,0.2
0,7.533333333333333,w,8.799999999999985
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.4
0,7.533333333333333,w,37.90000000000027
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.1
0,7.533333333333333,w,11.199999999999976
0,7.533333333333333,w,19.200000000000003
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.7
0,7.533333333333333,w,0.4
0,7.533333333333333,w,21.300000000000033
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,15.69999999999996
0,7.533333333333333,w,16.399999999999963
0,7.533333333333333,w,6.799999999999992
0,7.533333333333333,w,0.1
0,7.533333333333333,w,14.299999999999965
0,7.533333333333333,w,0.6
0,7.533333333333333,w,35.80000000000024
0,7.533333333333333,w,3.900000000000002
0,7.533333333333333,w,1.2
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.7
0,7.533333333333333,w,0.1
0,7.533333333333333,w,6.499999999999993
0,7.533333333333333,w,8.499999999999986
0,7.533333333333333,w,5.1999999999999975
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.1
0,7.533333333333333,w,10.699999999999978
0,7.533333333333333,w,0.4
0,7.533333333333333,w,27.800000000000125
0,7.533333333333333,w,11.099999999999977
0,7.533333333333333,w,19.60000000000001
0,7.533333333333333,w,0.5
0,7.533333333333333,w,33.70000000000021
0,7.533333333333333,w,0.1
0,7.533333333333333,w,5.799999999999995
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.5
0,7.533333333333333,w,12.99999999999997
0,7.533333333333333,w,4.5
0,7.533333333333333,w,24.300000000000075
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.8999999999999999
0,7.533333333333333,w,33.400000000000205
0,7.533333333333333,w,11.599999999999975
0,7.533333333333333,w,0.2
0,7.533333333333333,w,12.099999999999973
0,7.533333333333333,w,14.599999999999964
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.6
0,7.533333333333333,w,35.500000000000234
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.6
0,7.533333333333333,w,10.999999999999977
0,7.533333333333333,w,7.29999999999999
0,7.533333333333333,w,8.999999999999984
0,7.533333333333333,w,0.4
0,7.533333333333333,w,14.299999999999965
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.7
0,7.533333333333333,w,42.00000000000033
0,7.533333333333333,w,10.29999999999998
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,23.500000000000064
0,7.533333333333333,w,21.600000000000037
0,7.533333333333333,w,47.600000000000406
0,7.533333333333333,w,28.500000000000135
0,7.533333333333333,w,3.3000000000000016
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.7
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.2
0,7.533333333333333,w,17.69999999999998
0,7.533333333333333,w,10.999999999999977
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.2
0,7.533333333333333,w,15.99999999999996
0,7.533333333333333,w,0.4
0,7.533333333333333,w,26.1000000000001
0,7.533333333333333,w,8.599999999999985
0,7.533333333333333,w,2.800000000000001
0,7.533333333333333,w,16.699999999999967
0,7.533333333333333,w,29.800000000000153
0,7.533333333333333,w,21.300000000000033
0,7.533333333333333,w,25.100000000000087
0,7.533333333333333,w,16.499999999999964
0,7.533333333333333,w,13.499999999999968
0,7.533333333333333,w,7.599999999999989
0,7.533333333333333,w,0.7
0,7.533333333333333,w,0.6
0,7.533333333333333,w,17.199999999999974
0,7.533333333333333,w,41.900000000000325
0,7.533333333333333,w,0.1
0,7.533333333333333,w,1.3
0,7.533333333333333,w,2.600000000000001
0,7.533333333333333,w,0.6
0,7.533333333333333,w,0.4
0,7.533333333333333,w,24.800000000000082
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.7999999999999999
0,7.533333333333333,w,9.599999999999982
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.7999999999999999
0,7.533333333333333,w,7.999999999999988
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,13.399999999999968
0,7.533333333333333,w,24.400000000000077
0,7.533333333333333,w,0.1
0,7.533333333333333,w,20.600000000000023
0,7.533333333333333,w,0.2
0,7.533333333333333,w,29.000000000000142
0,7.533333333333333,w,0.5
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.2
0,7.533333333333333,w,39.700000000000294
0,7.533333333333333,w,0.5
0,7.533333333333333,w,5.699999999999996
0,7.533333333333333,w,148.49999999999585
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.7
0,7.533333333333333,w,21.80000000000004
0,7.533333333333333,w,45.80000000000038
0,7.533333333333333,w,25.100000000000087
0,7.533333333333333,w,6.299999999999994
0,7.533333333333333,w,0.4
0,7.533333333333333,w,10.499999999999979
0,7.533333333333333,w,2.0000000000000004
0,7.533333333333333,w,52.60000000000048
0,7.533333333333333,w,0.1
0,7.533333333333333,w,8.499999999999986
0,7.533333333333333,w,7.39999999999999
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,22.60000000000005
0,7.533333333333333,w,8.099999999999987
0,7.533333333333333,w,49.000000000000426
0,7.533333333333333,w,11.899999999999974
0,7.533333333333333,w,9.599999999999982
0,7.533333333333333,w,42.500000000000334
0,7.533333333333333,w,21.90000000000004
0,7.533333333333333,w,23.600000000000065
0,7.533333333333333,w,1.7000000000000004
0,7.533333333333333,w,0.5
0,7.533333333333333,w,16.29999999999996
0,7.533333333333333,w,11.999999999999973
0,7.533333333333333,w,56.90000000000054
0,7.533333333333333,w,0.1
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,0.2
0,7.533333333333333,w,0.2
0,7.533333333333333,w,6.399999999999993
0,7.533333333333333,w,0.30000000000000004
0,7.533333333333333,w,23.000000000000057
0,7.533333333333333,w,1.6000000000000003
0,7.533333333333333,w,23.700000000000067
0,7.533333333333333,w,74.80000000000003
0,7.533333333333333,w,32.60000000000019
0,7.533333333333333,w,0.1
0,7.533333333333333,w,14.599999999999964
0,7.533333333333333,w,105.89999999999826
0,7.533333333333333,w,8.799999999999985
0,7.533333333333333,w,31.400000000000176
0,7.533333333333333,w,23.10000000000006
0,7.533333333333333,w,5.799999999999995
0,7.533333333333333,w,13.199999999999969
